business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Cvs;647;;Drugstores;0;600 NE 128th St North Miami, FL 33161;25.8926946;-80.1863581;1;https://www.yelp.com/biz/cvs-north-miami
Publix Super Markets;648;10;Grocery,Drugstores;3.0;8842 W State Rd 84 Davie, FL 33324;26.1009083;-80.2667584;2;https://www.yelp.com/biz/publix-super-markets-davie-2
Publix Super Markets;649;20;Drugstores,Beer, Wine & Spirits,Grocery;3.5;2950 NE 8th St Homestead, FL 33033;25.4753114589319;-80.4341083823399;2;https://www.yelp.com/biz/publix-super-markets-homestead-4
Dania Rexall Pharmacy;650;2;Drugstores;2.0;16-18 S Federal Hwy Dania Beach, FL 33004;26.0529496;-80.1435471;1;https://www.yelp.com/biz/dania-rexall-pharmacy-dania-beach
Publix Supermarket;651;1;Drugstores,Grocery;4.0;5656 S Flamingo Rd Cooper City, FL 33330;26.0464302443237;-80.3110295698247;0;https://www.yelp.com/biz/publix-supermarket-cooper-city
Cvs Pharmacy;652;1;Drugstores;2.0;5710 S Flamingo Rd Cooper City, FL 33330;26.0514292;-80.3130885;0;https://www.yelp.com/biz/cvs-pharmacy-cooper-city-2
Prescription Drug Foundation;653;2;Drugstores;3.0;1777 NE 163rd St North Miami Beach, FL 33162;25.9260048;-80.1644367;2;https://www.yelp.com/biz/prescription-drug-foundation-north-miami-beach
Winn-Dixie;654;13;Drugstores;3.5;15450 NW 77th Ct Miami Lake, FL 33016;25.9148553007665;-80.3281570729239;2;https://www.yelp.com/biz/winn-dixie-miami-lake
I Mark Imports;655;;Drugstores;0;16497 NW 49th Ave Miami Gardens, FL 33014;25.9230194;-80.2806141;0;https://www.yelp.com/biz/i-mark-imports-miami-gardens
Medzdirect Pharmacy;656;;Drugstores;0;1065 NE 125th St North Miami, FL 33161;25.8908732;-80.1770563;0;https://www.yelp.com/biz/medzdirect-pharmacy-north-miami
Costco;657;;Drugstores;0;16580 NW 59th Ave Hialeah, FL 33014;25.9230291652171;-80.2987581118941;2;https://www.yelp.com/biz/costco-hialeah-2
Walgreens;658;4;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;4.0;6817 Taft St Hollywood, FL 33024;26.0251976;-80.2248497;2;https://www.yelp.com/biz/walgreens-hollywood-9
Walgreens;659;1;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;1.0;15900 Nw 27Th Ave Opa Locka, FL 33054;25.9195278;-80.2449518;0;https://www.yelp.com/biz/walgreens-opa-locka-2
Allay Pharmaceuticals;660;;Drugstores;0;16600 NW 54th Ave Hialeah, FL 33014;25.9242583;-80.2893795;0;https://www.yelp.com/biz/allay-pharmaceuticals-hialeah
Cvs Pharmacy;661;8;Drugstores;2.5;24799 SW 112th Ave Homestead, FL 33032;25.5377202;-80.3715004;2;https://www.yelp.com/biz/cvs-pharmacy-homestead-2
Cvs Pharmacy;662;1;Drugstores;3.0;7155 W Broward Blvd Plantation, FL 33317;26.1215554;-80.2438936;2;https://www.yelp.com/biz/cvs-pharmacy-plantation-3
Publix;663;21;Drugstores,Grocery,Health Markets;3.0;1700 NE Miami Gardens Dr Miami, FL 33179;25.9458158;-80.167646;2;https://www.yelp.com/biz/publix-miami-21
Walgreens;664;2;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;1.5;15701 SW 56th St Miami, FL 33185;25.7137490059515;-80.4475767760542;3;https://www.yelp.com/biz/walgreens-miami-82
Walgreens;665;5;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;2.5;19935 Nw 2Nd Ave Miami, FL 33169;25.9578522;-80.2032737;1;https://www.yelp.com/biz/walgreens-miami-14
Malecon Pharmacy;666;;Drugstores;0;5966 W 16th Ave Hialeah, FL 33012;25.8766649;-80.3158372;0;https://www.yelp.com/biz/malecon-pharmacy-hialeah
Cvs Pharmacy 2895;667;1;Drugstores;2.0;19800 NW 2nd Ave Miami, FL 33169;25.9566006;-80.2065654;1;https://www.yelp.com/biz/cvs-pharmacy-2895-miami
Walgreens;668;;Drugstores;0;2000 Normandy Dr Miami Beach, FL 33141;25.851665;-80.1420512;0;https://www.yelp.com/biz/walgreens-miami-beach-15
CVS Pharmacy;669;3;Drugstores;3.5;1600 S Federal Hwy Hollywood, FL 33020;25.997203;-80.143276;2;https://www.yelp.com/biz/cvs-pharmacy-hollywood-9
Cvs Pharmacy;670;6;Drugstores;3.0;324 Indian Trce Weston, FL 33326;26.1183424;-80.3932364;2;https://www.yelp.com/biz/cvs-pharmacy-weston-3
New Hope Pharmacy;671;;Drugstores;0;1920 E 4th Ave Hialeah, FL 33010;25.8394478;-80.2740109;0;https://www.yelp.com/biz/new-hope-pharmacy-hialeah
Healthplus Pharmacy;672;;Drugstores;0;16519 NW 27th Ave Opa Locka, FL 33054;25.9245715;-80.244464;0;https://www.yelp.com/biz/healthplus-pharmacy-opa-locka
Cali Pharmacy & Discount;673;;Drugstores;0;1924-26 West 60th Street Hialeah, FL 33012;25.8771197;-80.2840202;0;https://www.yelp.com/biz/cali-pharmacy-and-discount-hialeah
Winn-Dixie;674;5;Drugstores,Grocery;3.0;2581 N Hiatus Rd Hollywood, FL 33026;26.0311076;-80.2950032;2;https://www.yelp.com/biz/winn-dixie-hollywood
Universal Arts Pharmacy;675;;Drugstores;0;6500 W 4th Ave Hialeah, FL 33012;25.8818472;-80.2923071;0;https://www.yelp.com/biz/universal-arts-pharmacy-hialeah
Publix;676;17;Drugstores,Grocery,Health Markets;2.5;19955 NW 2nd Ave Miami, FL 33169;25.9581863;-80.2032658;2;https://www.yelp.com/biz/publix-miami-20
Morales Discount and Pharmacy;677;;Drugstores;0;5945 W 25th Ct Hialeah, FL 33016;25.8761569;-80.3337682;0;https://www.yelp.com/biz/morales-discount-and-pharmacy-hialeah
Morales Pharmacy 2 At Popular Discount;678;;Drugstores;0;2416 W 60th St Hialeah, FL 33016;25.8769526;-80.3319123;0;https://www.yelp.com/biz/morales-pharmacy-2-at-popular-discount-hialeah
Publix;679;9;Drugstores,Grocery,Health Markets;3.0;850 N Miami Beach Blvd North Miami Beach, FL 33162;25.9265539;-80.1836428;2;https://www.yelp.com/biz/publix-north-miami-beach
CVS;680;4;Drugstores;2.0;7199 SW 117th Ave Kendall, FL 33183;25.7011330814178;-80.3816556896572;2;https://www.yelp.com/biz/cvs-kendall
