business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
University of Miami;97;;Colleges & Universities;0;1 Hurricane Dr Coral Gables, FL 33146;25.7213213;-80.2711588;0;https://www.yelp.com/biz/university-of-miami-coral-gables-27
University of Miami;98;;Colleges & Universities;0;Ponce Bldg Coral Gables, FL 33133;25.7298423;-80.2582994;0;https://www.yelp.com/biz/university-of-miami-coral-gables-28
University of Miami;99;;Colleges & Universities;0;1301 Stanford Dr Coral Gables, FL 33146;25.7179157790776;-80.2785230127603;0;https://www.yelp.com/biz/university-of-miami-coral-gables-18
University of Miami;100;;Colleges & Universities;0;5225 Ponce De Leon Blvd Coral Gables, FL 33146;25.7179157790776;-80.2785230127603;0;https://www.yelp.com/biz/university-of-miami-coral-gables-26
University of Miami;101;;Colleges & Universities;0;1239 Dickinson Dr Coral Gables, FL 33146;25.7179157790776;-80.2785230127603;0;https://www.yelp.com/biz/university-of-miami-coral-gables-20
University of Miami Counseling Center;102;;Colleges & Universities;0;5600 Merrick Dr Coral Gables, FL 33146;25.7183404;-80.276767;0;https://www.yelp.com/biz/university-of-miami-counseling-center-coral-gables
CBT College - Flagler Campus;103;;Colleges & Universities;0;8230 West Flagler St Miami, FL 33144;25.7689571;-80.3290713;0;https://www.yelp.com/biz/cbt-college-flagler-campus-miami
University of Miami;104;;Colleges & Universities;0;5513 Merrick Dr Coral Gables, FL 33146;25.718387;-80.27589;0;https://www.yelp.com/biz/university-of-miami-coral-gables-31
Uned Officina De Education;105;;Colleges & Universities;0;2655 S Le Jeune Rd Miami, FL 33134;25.7235421;-80.2615156;0;https://www.yelp.com/biz/uned-officina-de-education-miami
University of Miami;106;;Colleges & Universities;0;Student Un Coral Gables, FL 33133;25.7174315;-80.2746604;0;https://www.yelp.com/biz/university-of-miami-coral-gables-13
Glenn Hubert Library;107;;Colleges & Universities;0;3000 NE 151st St Miami, FL 33181;25.9118391690583;-80.1399078601958;0;https://www.yelp.com/biz/glenn-hubert-library-miami
UAC School of Global Management;108;;Educational Services,Adult Education,Colleges & Universities;0;7955 NW 12th St Miami, FL 33126;25.7835436;-80.3255106;0;https://www.yelp.com/biz/uac-school-of-global-management-miami
University of Miami Convocation Center;109;;Colleges & Universities;0;1245 Walsh Ave Coral Gables, FL 33146;25.7160684;-80.2774163;0;https://www.yelp.com/biz/university-of-miami-convocation-center-coral-gables
University of Miami;110;;Colleges & Universities;0;1320 S Dixie Hwy Coral Gables, FL 33146;25.713363;-80.27728;0;https://www.yelp.com/biz/university-of-miami-coral-gables-35
South Florida Center For Theological Studies;111;;Colleges & Universities;0;111 NE 1st St Miami, FL 33132;25.7754237;-80.1917169;0;https://www.yelp.com/biz/south-florida-center-for-theological-studies-miami
Embry Riddle Aeronautical University;112;;Colleges & Universities;0;5600 NW 36th St Miami, FL 33166;25.8067655;-80.2871296;0;https://www.yelp.com/biz/embry-riddle-aeronautical-university-miami
School of Architecture;113;;Colleges & Universities;0;1223 Dickinson Dr Coral Gables, FL 33146;25.7166264;-80.2795738;0;https://www.yelp.com/biz/school-of-architecture-coral-gables
University of Miami;114;;Colleges & Universities;0;2120 Old Law Miami, FL 33125;25.7862401;-80.2349196;0;https://www.yelp.com/biz/university-of-miami-miami-36
University of Miami;115;;Colleges & Universities;0;5665 Ponce De Leon Blvd Coral Gables, FL 33146;25.7126478;-80.2810747;0;https://www.yelp.com/biz/university-of-miami-coral-gables-32
University of Miami;116;;Colleges & Universities;0;1531 Brecia Ave Coral Gables, FL 33146;25.712138;-80.284405;0;https://www.yelp.com/biz/university-of-miami-coral-gables-22
